"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @ddale8: Kevin McCarthy warned on Fox that there are 5,000 prisoners who “just left Afghanistan” and are hoping to cross US borders. The…",FALSE,0,NA,2021-08-25 18:13:44,FALSE,NA,"1430594255425179657",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","JAS16AZ",2492,TRUE,FALSE,NA,NA
"RT @ddale8: Kevin McCarthy warned on Fox that there are 5,000 prisoners who “just left Afghanistan” and are hoping to cross US borders. The…",FALSE,0,NA,2021-08-25 18:13:44,FALSE,NA,"1430594254838059009",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>","CtrlAltComplete",2492,TRUE,FALSE,NA,NA
"RT @Quicktake: “A lot of people were stuck there and waiting for days to get through the airport.”

Afghans seeking to evacuate are facing…",FALSE,0,NA,2021-08-25 18:13:44,FALSE,NA,"1430594254804488194",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","bfry1981",8,TRUE,FALSE,NA,NA
"RT @ddale8: Kevin McCarthy warned on Fox that there are 5,000 prisoners who “just left Afghanistan” and are hoping to cross US borders. The…",FALSE,0,NA,2021-08-25 18:13:43,FALSE,NA,"1430594252623417347",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JohnDPendleton1",2492,TRUE,FALSE,NA,NA
"@Natsecjeff @ToreRHamming It'll be interesting to see if the taliban face an insurgency from IS in Afghanistan.",FALSE,0,"Natsecjeff",2021-08-25 18:13:43,FALSE,"1430519010332979203","1430594251910307842","117767974","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MinardGlen",0,FALSE,FALSE,NA,NA
"4,100 US citizens remain in Afghanistan, source says
https://t.co/JnuHiIccKk",FALSE,0,NA,2021-08-25 18:13:43,FALSE,NA,"1430594251197386759",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","aapaul69",0,FALSE,FALSE,NA,NA
"RT @ddale8: Kevin McCarthy warned on Fox that there are 5,000 prisoners who “just left Afghanistan” and are hoping to cross US borders. The…",FALSE,0,NA,2021-08-25 18:13:42,FALSE,NA,"1430594248844333056",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","hbkings1",2492,TRUE,FALSE,NA,NA
"RT @LibDems: Captain Hindsight’s excuses just won’t cut it with the British people. Enough is enough.

Raab must publish the exact advice w…",FALSE,0,NA,2021-08-25 18:13:42,FALSE,NA,"1430594248206954497",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SomersetLibDems",49,TRUE,FALSE,NA,NA
"RT @nytimes: In Opinion

“I’m not here to absolve the Afghan Army of mistakes,” writes Sami Sadat, an Afghan National Army commander, in a…",FALSE,0,NA,2021-08-25 18:13:42,FALSE,NA,"1430594247510556672",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","klosuk",61,TRUE,FALSE,NA,NA
"RT @Chellaney: Biden's Afghanistan disaster is ""one of the worst catastrophes in American foreign policy history"" that will haunt the U.S.…",FALSE,0,NA,2021-08-25 18:13:41,FALSE,NA,"1430594244960456705",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","DRajilwad",330,TRUE,FALSE,NA,NA
"RT @cnlester: As a personal favour, please could you RT? We desperately need to get as many people out as possible - everything else can wa…",FALSE,0,NA,2021-08-25 18:13:41,FALSE,NA,"1430594244834697219",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","1queer1",30,TRUE,FALSE,NA,NA
"RT @AP: More than 82,000 people have been evacuated from Afghanistan since the Taliban seized Kabul on Aug. 14. It's the largest U.S. airli…",FALSE,0,NA,2021-08-25 18:13:41,FALSE,NA,"1430594242041323523",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BiancaMarcof",60,TRUE,FALSE,NA,NA
"RT @RoryStewartUK: “The US contractors took proprietary software and weapons systems with them + removed our helicopter missile-defense sys…",FALSE,0,NA,2021-08-25 18:13:41,FALSE,NA,"1430594241869357058",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JournoScribbler",46,TRUE,FALSE,NA,NA
"RT @Femi_Sorry: I feel genuinely ashamed that our political and media narrative around stopping ""migrant crossings"" in Dover hasn't even be…",FALSE,0,NA,2021-08-25 18:13:41,FALSE,NA,"1430594241823219720",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fitbitsmash",149,TRUE,FALSE,NA,NA
"RT @KGhionWTRF: NEW INFORMATION: Shared with the permission of @RyanWeld. 

Weld sent @WTRF7News this image and message from the other pers…",FALSE,0,NA,2021-08-25 18:13:40,FALSE,NA,"1430594241189883909",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WTRF7News",1,TRUE,FALSE,NA,NA
"RT @NikhilCh_: #Afghanistan: Taliban picked up Kandhari comedian #NazarMohammad from the house and later killed him brutaly. https://t.co/e…",FALSE,0,NA,2021-08-25 18:13:40,FALSE,NA,"1430594240367706120",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EdFAguiar",189,TRUE,FALSE,NA,NA
"RT @RealCandaceO: Afghanistan has vaccinated approximately 2.4% of their population. (Source: Reuters)
They are a nation of about 40 millio…",FALSE,0,NA,2021-08-25 18:13:40,FALSE,NA,"1430594239461826570",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SYT101",3909,TRUE,FALSE,NA,NA
"RT @SenTedCruz: President Biden must immediately, clearly, and unapologetically tell the world— including Taliban terrorists—the United Sta…",FALSE,0,NA,2021-08-25 18:13:40,FALSE,NA,"1430594238786441221",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","J46262677",1448,TRUE,FALSE,NA,NA
"RT @ddale8: Kevin McCarthy warned on Fox that there are 5,000 prisoners who “just left Afghanistan” and are hoping to cross US borders. The…",FALSE,0,NA,2021-08-25 18:13:40,FALSE,NA,"1430594238077575171",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Pink22Karen",2482,TRUE,FALSE,NA,NA
"RT @Marathonpundit: Our soldiers are risking their lives trying to rescue Americans from the Taliban and our president is afraid to take qu…",FALSE,0,NA,2021-08-25 18:13:39,FALSE,NA,"1430594237175894019",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","AlVader",11,TRUE,FALSE,NA,NA
"RT @Hobie_SHRED: @WalshFreedom Send them this:

FLASHBACK: In February 2020, Donald Trump discussed how he empowered the Taliban to take ov…",FALSE,0,NA,2021-08-25 18:13:39,FALSE,NA,"1430594233782738944",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CurtCastell",128,TRUE,FALSE,NA,NA
"RT @PierrePrakash: What might a Taliban government look like? How will they treat the Afghan population? How should the international commu…",FALSE,0,NA,2021-08-25 18:13:39,FALSE,NA,"1430594233480581120",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Frank_Giustra",2,TRUE,FALSE,NA,NA
"RT @RizwanGhilzai: Afghan Taliban behaving very responsibly, taking time and reaching out to every element inside/outside Afghanistan to es…",FALSE,0,NA,2021-08-25 18:13:38,FALSE,NA,"1430594229181550594",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","salman0800",4,TRUE,FALSE,NA,NA
"RT @taslimanasreen: Many Indian Muslim leaders support taliban in Afghanistan. I wonder why they  want democracy and  secularism for India…",FALSE,0,NA,2021-08-25 18:13:37,FALSE,NA,"1430594227533082625",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SarveshSonu97",1828,TRUE,FALSE,NA,NA
"@DeborahMeaden Yes, it seems they just want to take anything they can lay their paws on. https://t.co/TfhTW6Vgmr",FALSE,0,"DeborahMeaden",2021-08-25 18:13:37,FALSE,"1430584912692797440","1430594227419979782","368240745","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","waldemarszerkus",0,FALSE,FALSE,NA,NA
"<U+0001F1E6><U+0001F1EB><U+26A1><U+FE0F><U+0001F1FA><U+0001F1F8><U+0001F1E9><U+0001F1EA>The US military, under threat of force, forced a group of German journalists to board one of the evacuation… https://t.co/KCxp80VhqU",FALSE,1,NA,2021-08-25 18:13:37,TRUE,NA,"1430594227046584322",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","theragex",0,FALSE,FALSE,NA,NA
"RT @AFP: #BREAKING Taliban agree to let Afghans leave Afghanistan after US withdrawal deadline of August 31: German envoy https://t.co/RNJR…",FALSE,0,NA,2021-08-25 18:13:37,FALSE,NA,"1430594226325229571",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MerryMichaelW",126,TRUE,FALSE,NA,NA
"RT @Reuters: Uganda received 51 people evacuated from Afghanistan after the Taliban swept back into power, but officials said they would st…",FALSE,0,NA,2021-08-25 18:13:36,FALSE,NA,"1430594223988899841",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kekeyon3",9,TRUE,FALSE,NA,NA
"RT @RealCandaceO: Afghanistan has vaccinated approximately 2.4% of their population. (Source: Reuters)
They are a nation of about 40 millio…",FALSE,0,NA,2021-08-25 18:13:36,FALSE,NA,"1430594223603027973",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BPRFoster",3909,TRUE,FALSE,NA,NA
"RT @wikileaks: Saudi Arabia has “taken only limited” action to disrupt fundraising for #Taliban and LeT-groups that “are also aligned with…",FALSE,0,NA,2021-08-25 18:13:36,FALSE,NA,"1430594223406043147",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","FRIEDLA82499789",48,TRUE,FALSE,NA,NA
"RT @ddale8: Kevin McCarthy warned on Fox that there are 5,000 prisoners who “just left Afghanistan” and are hoping to cross US borders. The…",FALSE,0,NA,2021-08-25 18:13:36,FALSE,NA,"1430594221191352323",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WORandthatD",2492,TRUE,FALSE,NA,NA
"RT @mikepompeo: President Biden should commit to staying in Afghanistan until every American citizen is rescued from behind the enemy lines…",FALSE,0,NA,2021-08-25 18:13:35,FALSE,NA,"1430594220373446657",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Crystal97252170",2991,TRUE,FALSE,NA,NA
"RT @ClaudiaWebbe: I am working flat out to help constituents and their families subjected to reprisals, harassment and intimidation from th…",FALSE,0,NA,2021-08-25 18:13:35,FALSE,NA,"1430594216577716229",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","AngusRossBrown1",8,TRUE,FALSE,NA,NA
"RT @HillBeverlyhill: @itsJeffTiedrich Trump last year in the Doha agreement February,2020,gave the Taliban Afghanistan. Russia paid the Tal…",FALSE,0,NA,2021-08-25 18:13:34,FALSE,NA,"1430594213830352903",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","harsty19901",1,TRUE,FALSE,NA,NA
"RT @RichardHanania: I have a new Substack on how Afghanistan is not simply a loss for the American government, but the entire idea of subje…",FALSE,0,NA,2021-08-25 18:13:34,FALSE,NA,"1430594212739883008",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","roboczar",56,TRUE,FALSE,NA,NA
"RT @CBSEveningNews: EXCLUSIVE: Acting U.S. Ambassador to Afghanistan Ross Wilson tells @NorahODonnell that “we believe there will be possib…",FALSE,0,NA,2021-08-25 18:13:33,FALSE,NA,"1430594210797916163",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","number9r",17,TRUE,FALSE,NA,NA
"RT @ddale8: Kevin McCarthy warned on Fox that there are 5,000 prisoners who “just left Afghanistan” and are hoping to cross US borders. The…",FALSE,0,NA,2021-08-25 18:13:33,FALSE,NA,"1430594210030313474",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","realJammur",2492,TRUE,FALSE,NA,NA
"RT @ajnewsclub: At federal government update on #Canada's evacuation efforts in Afghanistan, Minister Maryam Monsef referred to the #Taliba…",FALSE,0,NA,2021-08-25 18:13:33,FALSE,NA,"1430594209157894150",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Commando7575",6,TRUE,FALSE,NA,NA
"RT @RealCandaceO: Afghanistan has vaccinated approximately 2.4% of their population. (Source: Reuters)
They are a nation of about 40 millio…",FALSE,0,NA,2021-08-25 18:13:32,FALSE,NA,"1430594207069229057",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MMVPSPORTS",3909,TRUE,FALSE,NA,NA
"RT @dw_hotspotasia: Thousands of users have been restlessly posting comments on social media to praise the Islamic fundamentalist group's v…",FALSE,0,NA,2021-08-25 18:13:32,FALSE,NA,"1430594206280650755",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","arafatul",1,TRUE,FALSE,NA,NA
"RT @ddale8: Kevin McCarthy warned on Fox that there are 5,000 prisoners who “just left Afghanistan” and are hoping to cross US borders. The…",FALSE,0,NA,2021-08-25 18:13:32,FALSE,NA,"1430594204993007621",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ManMaytag",2492,TRUE,FALSE,NA,NA
"RT @ddale8: Kevin McCarthy warned on Fox that there are 5,000 prisoners who “just left Afghanistan” and are hoping to cross US borders. The…",FALSE,0,NA,2021-08-25 18:13:31,FALSE,NA,"1430594203365617672",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","torinspiration",2492,TRUE,FALSE,NA,NA
"RT @AmmadYousaf: ""India should give ppl of IOJK their right of self determination. We the people of Afghanistan stand should to shoulder wi…",FALSE,0,NA,2021-08-25 18:13:31,FALSE,NA,"1430594202266742785",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","orasheed46",7,TRUE,FALSE,NA,NA
"ISIS Branch Poses Biggest Immediate Terror Threat to Evacuation in Kabul https://t.co/dzeUYxTnWy",FALSE,0,NA,2021-08-25 18:13:30,FALSE,NA,"1430594198038884357",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","StarStudmuffin",0,FALSE,FALSE,NA,NA
"RT @Robert_E_Kelly: The biggest surprise, revelation even, of Afghanistan’s fall is not that the Taliban are bad or that the departure is m…",FALSE,0,NA,2021-08-25 18:13:29,FALSE,NA,"1430594194540834822",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SarahEOlson2009",666,TRUE,FALSE,NA,NA
"RT @ddale8: Kevin McCarthy warned on Fox that there are 5,000 prisoners who “just left Afghanistan” and are hoping to cross US borders. The…",FALSE,0,NA,2021-08-25 18:13:29,FALSE,NA,"1430594192225492997",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Utleyjacobite",2492,TRUE,FALSE,NA,NA
"RT @ddale8: Kevin McCarthy warned on Fox that there are 5,000 prisoners who “just left Afghanistan” and are hoping to cross US borders. The…",FALSE,0,NA,2021-08-25 18:13:29,FALSE,NA,"1430594191688572930",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NobodyY23923030",2492,TRUE,FALSE,NA,NA
"RT @BBCWorld: Afghanistan's economy in crisis after Taliban take-over https://t.co/mMypqQrXrO",FALSE,0,NA,2021-08-25 18:13:28,FALSE,NA,"1430594188899491847",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nompu300",63,TRUE,FALSE,NA,NA
"RT @ddale8: Kevin McCarthy warned on Fox that there are 5,000 prisoners who “just left Afghanistan” and are hoping to cross US borders. The…",FALSE,0,NA,2021-08-25 18:13:28,FALSE,NA,"1430594188555390979",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Pats19960814",2492,TRUE,FALSE,NA,NA
"RT @Sofiabergara_: God be with everyone in this Afghanistan - Taliban  crisis <U+0001F64F><U+0001F3FB><U+2764><U+FE0F> https://t.co/LHbjcUbGYq",FALSE,0,NA,2021-08-25 18:13:28,FALSE,NA,"1430594187196575748",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Xerachocolate",41,TRUE,FALSE,NA,NA
"RT @AmmadYousaf: ""India should give ppl of IOJK their right of self determination. We the people of Afghanistan stand should to shoulder wi…",FALSE,0,NA,2021-08-25 18:13:28,FALSE,NA,"1430594187188129800",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rehmansaqib11",7,TRUE,FALSE,NA,NA
"Another development. A wise decision before 31th August deadline.
#Taliban 
#Afghanistan https://t.co/XPHS6X9aSU",FALSE,0,NA,2021-08-25 18:13:28,FALSE,NA,"1430594187116879873",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","khubaib1992",0,FALSE,FALSE,NA,NA
"RT @JoyAnnReid: Great piece by @shadihamid on how Western cultural presumptuousness set us up for disappointment in Afghanisgtan. https://t…",FALSE,0,NA,2021-08-25 18:13:27,FALSE,NA,"1430594185581584384",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hardinsj",95,TRUE,FALSE,NA,NA
"RT @firstladyship: Saudi Arabia recruiting Nigerian doctors right on Nigeria soil, in the middle of doctors strike, is no news

The news is…",FALSE,0,NA,2021-08-25 18:13:26,FALSE,NA,"1430594180141699080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","budumo22",631,TRUE,FALSE,NA,NA
"RT @RealCandaceO: Afghanistan has vaccinated approximately 2.4% of their population. (Source: Reuters)
They are a nation of about 40 millio…",FALSE,0,NA,2021-08-25 18:13:26,FALSE,NA,"1430594179399225344",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LookingGr8t",3909,TRUE,FALSE,NA,NA
"@SenTedCruz TFG did. He gave Taliban Afghanistan, their leader and 5000 soldiers while reducing ours to 2500.

And… https://t.co/i8KGkimsoT",FALSE,0,"SenTedCruz",2021-08-25 18:13:26,TRUE,"1430593539717615619","1430594179063635969","1074480192","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","4HumanUnity",0,FALSE,FALSE,NA,NA
"RT @AmmadYousaf: ""India should give ppl of IOJK their right of self determination. We the people of Afghanistan stand should to shoulder wi…",FALSE,0,NA,2021-08-25 18:13:26,FALSE,NA,"1430594178694660118",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","amirsaeed_001",5,TRUE,FALSE,NA,NA
"RT @ajplus: Afghanistan's all-girl teenage robotics team has fled their country after the Taliban takeover.

The Afghan Dreamers spoke to A…",FALSE,0,NA,2021-08-25 18:13:25,FALSE,NA,"1430594177809756161",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SquiresRichmond",122,TRUE,FALSE,NA,NA
"Can the Taliban become a reliable partner to the U.S.? Only time will tell. https://t.co/dGIMg5Ogm5",FALSE,0,NA,2021-08-25 18:13:25,FALSE,NA,"1430594177109303303",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Massoudmaalouf",0,FALSE,FALSE,NA,NA
"RT @JoshMorrow_1: #Taliban attempts to breach Panjshir; gets thrashed by Resistance Force with heavy casualty #afghanistan  https://t.co/jt…",FALSE,0,NA,2021-08-25 18:13:25,FALSE,NA,"1430594175335022595",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","leslieolds98",1,TRUE,FALSE,NA,NA
"RT @ddale8: Kevin McCarthy warned on Fox that there are 5,000 prisoners who “just left Afghanistan” and are hoping to cross US borders. The…",FALSE,0,NA,2021-08-25 18:13:24,FALSE,NA,"1430594172688367618",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sailorgirl4life",2492,TRUE,FALSE,NA,NA
"RT @Sofiabergara_: God be with everyone in this Afghanistan - Taliban  crisis <U+0001F64F><U+0001F3FB><U+2764><U+FE0F> https://t.co/LHbjcUbGYq",FALSE,0,NA,2021-08-25 18:13:24,FALSE,NA,"1430594172424269826",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","modap_",41,TRUE,FALSE,NA,NA
"RT @NYTimesAtWar: In Opinion

“I’m not here to absolve the Afghan Army of mistakes,” writes Sami Sadat, an Afghan National Army commander,…",FALSE,0,NA,2021-08-25 18:13:24,FALSE,NA,"1430594170746544135",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GhayasM73",9,TRUE,FALSE,NA,NA
"RT @SenTedCruz: President Biden must immediately, clearly, and unapologetically tell the world— including Taliban terrorists—the United Sta…",FALSE,0,NA,2021-08-25 18:13:23,FALSE,NA,"1430594167521038337",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","becky59659413",1448,TRUE,FALSE,NA,NA
